dataset_name,variable_name,label,concept,predicateType
cps/basic/jan,H_TYPE,Household-household type,,int
cps/basic/jan,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/jan,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/jan,AXAGE,Demographic-age (allocation flag),,int
cps/basic/jan,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/jan,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/jan,A_MARITL,Demographic-marital status,,int
cps/basic/jan,A_PFNOER,Earnings-number of earners,,int
cps/basic/jan,A_REORGN,Demographic-origin,,int
cps/basic/jan,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/jan,HG_PMSA,Geography-PMSA rank,,int
cps/basic/jan,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/jan,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/jan,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/jan,A_LINENO,Demographic-line number,,int
cps/basic/jan,A_JOBABS,Labor Force-absence from job,,int
cps/basic/jan,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/jan,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/jan,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/jan,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/jan,H_NUMFAM,Household-number of families,,int
cps/basic/jan,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/jan,A_AVAIL,Labor Force-available job,,int
cps/basic/jan,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/jan,H_PRSCNT,Household-number of contacts,,int
cps/basic/jan,H_NUMPER,Household-number of persons,,int
cps/basic/jan,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/jan,HXARACE,Household-race (allocation flag),,int
cps/basic/jan,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/jan,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/jan,H_AREASN,Household-reason,,int
cps/basic/jan,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/jan,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/jan,A_FAMTYP,Demographic-family type,,int
cps/basic/jan,H_OCCINT,Household-unit occupancy,,int
cps/basic/jan,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/jan,H_HHWGT,Household-household weight,,int
cps/basic/jan,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/jan,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/jan,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/jan,A_FNLWGT,Weight-adults final weight,,int
cps/basic/jan,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/jan,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/jan,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/jan,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/jan,A_VET,Demographic-veteran status,,int
cps/basic/jan,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/jan,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/jan,H_TELHHD,Household-telephone in household,,int
cps/basic/jan,A_PTREA,Labor Force-reasons,,int
cps/basic/jan,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/jan,H_TELCNT,Household-number of contacts,,int
cps/basic/jan,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/jan,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/jan,A_PAYABS,Labor Force-paid absences,,int
cps/basic/jan,H_HHNUM,Household-household number,,int
cps/basic/jan,A_WHYABS,Labor Force-reason for absence,,int
cps/basic/jan,A_RCOW,Labor Force-class of worker recode,,int
cps/basic/jan,A_WHYNL8,Labor Force-school/training,,int
cps/basic/jan,A_WHYNL9,Labor Force-ill health,,int
cps/basic/jan,A_WHYNLB,Labor Force-don't know,,int
cps/basic/jan,AXGRSWK,Earnings-weekly earnings (allocation flag),,int
cps/basic/jan,A_WHYNLA,Labor Force-other,,int
cps/basic/jan,A_MJIND,Ind.&Occ.-major industry code,,int
cps/basic/jan,A_WHYNL2,Labor Force-couldn't find work,,int
cps/basic/jan,A_WHYNL3,Labor Force-lacks schooling,,int
cps/basic/jan,A_WHYNL1,Labor Force-no work available,,int
cps/basic/jan,A_WHYNL6,Labor Force-child care,,int
cps/basic/jan,A_WHYNL7,Labor Force-family responsibilities,,int
cps/basic/jan,A_WHYNL4,Labor Force-age,,int
cps/basic/jan,A_WHYNL5,Labor Force-personal handicap,,int
cps/basic/jan,A_MAJACT,Labor Force-activities last week,,int
cps/basic/jan,A_HERNTF,Earnings-hourly earnings top code flag,,int
cps/basic/jan,H_MSTIND,Household-master segment tape index,,int
cps/basic/jan,HXPRSCNT,Household-number of contacts (allocation flag),,int
cps/basic/jan,AXWHYLFT,Labor Force-reason for leaving (allocation flag),,int
cps/basic/jan,AXANYWK,Labor Force-work (allocation flag),,int
cps/basic/jan,AXUSLFT,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/jan,AXENRCHK,School Enrollment-interviewer check (allocation flag),,int
cps/basic/jan,AXIND,Indus.&Occ.-industry (allocation flag),,int
cps/basic/jan,H_YEAR,"Household-year of survey, last digit",,int
cps/basic/jan,A_SPOUSE,Demographic-line number,,int
cps/basic/jan,A_LKWK,Labor Force-looking for work,,int
cps/basic/jan,A_DSCWK,Labor Force-discouraged worker flag,,int
cps/basic/jan,A_UNMEM,Earnings-labor union membership or similar association,,int
cps/basic/jan,A_HERNTP,Earnings-hourly earnings top code,,int
cps/basic/jan,A_PTHRS,Labor Force-part-time hours,,int
cps/basic/jan,A_FERNTF,Earnings-family earnings top code flag,,int
cps/basic/jan,A_NAGWS,Indus.&Occ.-non-agricultural wage and salary workers,,int
cps/basic/jan,H_HHTYPE,Household-type of household,,int
cps/basic/jan,H_LIVQRT,Household-living quarters,,int
cps/basic/jan,A_PARENT,Demographic-line number,,int
cps/basic/jan,A_FERNTP,Earnings-family earnings top coded,,int
cps/basic/jan,HXTELHHD,Household-telephone in household (allocation flag),,int
cps/basic/jan,AXLOSTIM,"Labor Force-lost time, time off from work (allocation flag)",,int
cps/basic/jan,H_TELINT,Household-telephone interview acceptable,,int
cps/basic/jan,HXTELCNT,Household-number of contacts (allocation flag),,int
cps/basic/jan,H_RESPNM,Household-line no. hhld resp.,,int
cps/basic/jan,AXRRP,Demographic-relationship to ref person (allocation flag),,int
cps/basic/jan,HG_REG,Geography-region,,int
cps/basic/jan,A_PFHHAG,Demographic-age,,int
cps/basic/jan,A_DTIND,Indus.&Occ.-detailed industry code,,int
cps/basic/jan,A_HRLYWK,Earnings-hourly wage,,int
cps/basic/jan,A_VETWGT,Weight-veteran's weight,,int
cps/basic/jan,A_UNCOV,Earnings-union/employee association contract covering,,int
cps/basic/jan,AXUNMEM,Earnings-labor union membership (allocation flag),,int
cps/basic/jan,A_FTABS,Labor Force-hours worked/week,,int
cps/basic/jan,A_FAMWGT,Weight-family weight,,int
cps/basic/jan,AXINTEND,Labor Force-intend to look for work (allocation flag),,int
cps/basic/jan,HXSTATUS,"Household-status change, replacement (allocation flag)",,int
cps/basic/jan,H_INTRV1,Household-interviewer code,,int
cps/basic/jan,H_INTRV2,Household-interviewer code,,int
cps/basic/jan,A_WHENLJ,Labor Force-last work full-time job lasting 2+ weeks,,int
cps/basic/jan,H_INTRV3,Household-interviewer code,,int
cps/basic/jan,AXFTREAS,Labor Force-hours usually worked/week (allocation flag),,int
cps/basic/jan,H_MIS,Household-month in sample,,int
cps/basic/jan,A_NLFREA,Labor Force-current activity/reason,,int
cps/basic/jan,A_HGA,"Demographic-highest dgree, grade completed",,int
cps/basic/jan,A_HGC,Grade Completed?,,int
cps/basic/jan,H_TYPERP,Household-type of reference person,,int
cps/basic/jan,AXFTPT,School Enrollment-f/t or p/t student (allocation flag),,int
cps/basic/jan,HXSEASON,Household-seasonal status (allocation flag),,int
cps/basic/jan,H_TYPEBC,Household-type B/C,,int
cps/basic/jan,H_FARM,Household-farm/nonfarm,,int
cps/basic/jan,AXLFSR,Labor Force-labor force status recode (allocation flag),,int
cps/basic/jul,for,Census API FIPS 'for' clause,Census API Geography Specification,fips-for
cps/basic/jul,in,Census API FIPS 'in' clause,Census API Geography Specification,fips-in
cps/basic/jul,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,ucgid
cps/basic/jul,HG_FIPS,Geography-FIPS state code,,Unknown
cps/basic/jul,AXWHYNL,Labor Force-reasons not looking for work (allocation flag),,int
cps/basic/jul,A_UNTYPE,Labor Force-reason,,int
cps/basic/jul,H_TENURE,Household-tenure,,int
cps/basic/jul,AXWHYNA,Labor Force-why not (allocation flag),,int
cps/basic/jul,A_ENRLW,School Enrollment-enrolled/attending an inst. of educ.,,int
cps/basic/jul,HXLIVQRT,Household-living quarters (allocation flag),,int
cps/basic/jul,A_PFFTPT,Labor Force-full-time/part-time status,,int
cps/basic/jul,AXMAJACT,Labor Force-activities last week (allocation flag),,int
cps/basic/jul,A_AGE,Demographic-age,,int
cps/basic/jul,AXHSCOL,School Enrollment-institution (allocation flag),,int
cps/basic/jul,AXPARENT,Demographic-parent's line number (allocation flag),,int
cps/basic/jul,AXHGC,Allocation Flag for A_HGC,,int
cps/basic/jul,A_OCC,Indus.&Occ.-(main job)occupation code,,int
cps/basic/jul,A_FAMNUM,Demographic-family number,,int
cps/basic/jul,A_CLSWKR,Indus.&Occ.-class of worker,,int
cps/basic/jul,AXHGA,"Demographic-highest deg., grade completed (allocation flag)",,int
cps/basic/jul,A_HRSCHK,Labor Force-interviewer check,,int
cps/basic/jul,A_CHKWJ,Indus.&Occ.-interviewer check item,,int
cps/basic/jul,HG_CMSA,Geography-CMSA code,,int
cps/basic/jul,A_EXPLF,Labor Force-employment status,,int
cps/basic/jul,A_FTLF,Labor Force-f/t labor force,,int
cps/basic/jul,A_HRS1,Labor Force-total hours worked,,int
cps/basic/jul,AXUSLHRS,Earnings-hours/week worked (allocation flag),,int
cps/basic/jul,A_RACE,Demographic-race,,int
cps/basic/jul,A_MJOCC,Indus.&Occ.-major occupation code,,int
cps/basic/jul,A_OVRTIM,Labor Force-overtime worked,,int
cps/basic/jul,AXFTABS,Labor Force-hours worked/week (allocation flag),,int
cps/basic/jul,AXPAYABS,Labor Force-paid absences (allocation flag),,int
cps/basic/jul,H_ID,Household-unique household identifier,,string
cps/basic/jul,AXCLSWKR,Indus.&Occ.-class of worker (allocation flag),,int
cps/basic/jul,HXTELAVL,Household-telephone available (allocation flag),,int
cps/basic/jul,AXVET,Demographic-veteran status (allocation flag),,int
cps/basic/jul,HXHHNUM,Household-household number (allocation flag),,int
cps/basic/jul,A_USLFT,Labor Force-hours usually worked/week,,int
cps/basic/jul,A_WKSCH,Labor Force-time worked/lost,,int
cps/basic/jul,A_HSCOL,School Enrollment-institution,,int
cps/basic/jul,A_PFREL,Demographic-primary family relationship,,int
cps/basic/jul,AXRACE,Demographic-race (allocation flag),,int
cps/basic/jul,A_ANYWK,Labor Force-work,,int
cps/basic/jul,A_EMP,Labor Force-employed persons,,int
cps/basic/jul,H_TIMINT,Household-time of interview,,int
cps/basic/jul,AXWKSLK,Labor Force-number of weeks laid off (allocation flag),,int
cps/basic/jul,H_TYPINT,Household-type interview,,int
cps/basic/jul,AXMTHD,Labor Force-attempts to look for work (allocation flag),,int
cps/basic/jul,A_LKFTPT,Labor Force-full-time/part-time,,int
cps/basic/jul,AXJOBABS,Labor Force-absence from job (allocation flag),,int
cps/basic/jul,AXHRSCHK,Labor Force-interviewer check (allocation flag),,int
cps/basic/jul,AXLINENO,Demographic-line number (allocation flag),,int
cps/basic/jul,H_METSTA,Geography-metropolitan/non-metropolitan,,int
cps/basic/jul,HXOCCINT,Household-unit occupancy (allocation flag),,int
cps/basic/jul,A_SEX,Demographic-sex,,int
cps/basic/jul,A_PFNOCD,Demographic-# of children < 18,,int
cps/basic/jul,H_DAYCMP,Household-day interview complete,,int
cps/basic/jul,HG_MSSZ,Geography-MSA size,,int
cps/basic/jul,H_FAMINC,Household-family income,,int
cps/basic/jul,AXHRSPAY,Earnings-hourly earnings (allocation flag),,int
cps/basic/jul,A_PFSIZE,Demographic-size,,int
cps/basic/jul,H_MONTH,Household-month of survey,,int
cps/basic/jul,A_DTOCC,Indus.&Occ.-detailed occupation code,,int
cps/basic/jul,HXTIMINT,Household-time of interview (allocation flag),,int
cps/basic/jul,A_WHYNA,Labor Force-why not,,int
cps/basic/jul,AXAVAIL,Labor Force-available job (allocation flag),,int
cps/basic/jul,A_AG_NA,"Indus.&Occ.-agriculture, non-agriculture",,int
cps/basic/jul,AXLKWK,Labor Force-looking for work (allocation flag),,int
cps/basic/jul,AXENRLW,School Enrollment-enrolled/attend a school(allocation flag),,int
cps/basic/jul,A_ERNEL,Earnings-eligibility,,int
cps/basic/jul,H_CPSCHK,Household-interviewer check item,,int
cps/basic/jul,A_PFPRCD,Demographic-children < 18 in primary family,,int
cps/basic/jul,H_TELAVL,Household-telephone available,,int
cps/basic/jul,A_WKSTAT,Labor Force-full/part-time status,,int
cps/basic/jul,HXAREASN,Household-reason (allocation flag),,int
cps/basic/jul,A_MTHD6,Labor Force-nothing,,int
cps/basic/jul,A_MTHD5,"Labor Force-placed, answered ADS",,int
cps/basic/jul,A_LFESF,"Labor Force-labor force, earner status (female)",,int
cps/basic/jul,A_FAMREL,Demographic-family relationship,,int
cps/basic/jul,A_PFNOEM,Labor Force-number of employed,,int
cps/basic/jul,A_MTHD7,Labor Force-other,,int
cps/basic/jul,A_MTHD2,Labor Force-private emp. agency,,int
cps/basic/jul,HXTELINT,Household-telephone interview acceptable (allocation flag),,int
cps/basic/jul,A_MTHD1,Labor Force-public employment agency,,int
cps/basic/jul,A_LFESM,"Labor Force-labor force, earner status (male)",,int
cps/basic/jul,A_MTHD4,Labor Force-friends/relatives,,int
cps/basic/jul,HXRESPNM,Household-line no. hhld resp. (allocation flag),,int
cps/basic/jul,A_MTHD3,Labor Force-employer,,int
cps/basic/jul,A_CIVLF,Labor Force-civilian labor force,,int
cps/basic/jul,A_ABSREA,"Labor Force-reasons for absence, pay status",,int
cps/basic/jul,A_LOSTIM,"Labor Force-lost time, time off from work",,int
cps/basic/jul,A_WANTJB,Labor Force-want regular job,,int
cps/basic/jul,A_RECTYP,Demographic-record type,,int
cps/basic/jul,A_EARNRT,Earnings-interviewer check item,,int
cps/basic/jul,HG_MSAC,Geography-FIPS code,,int
cps/basic/jul,HXTYPEBC,Household-type b/c (allocation flag),,int
cps/basic/jul,HG_MSAR,Geography-rank,,int
cps/basic/jul,A_PFNOUN,Labor Force-number of unemployed,,int
cps/basic/jul,A_RRP,Demographic-relationship to reference person,,int
cps/basic/jul,A_WHYLK,Labor Force-reasons why looking for work,,int
cps/basic/jul,A_FTPT,School Enrollment-f/t or p/t student,,int
cps/basic/jul,AXORIGIN,Demographic-origin (allocation flag),,int
cps/basic/jul,A_PFWS,Labor Force-wage and salary,,int
cps/basic/jul,AXWHYLK,Labor Force-reasons why looking for work (allocation flag),,int
cps/basic/jul,A_LFSR,Labor Force-labor force status recode,,int
cps/basic/jul,HG_MSAS,Geography-MSA status,,int
cps/basic/jul,AXNLFLJ,Labor Force-work for pay (allocation flag),,int
cps/basic/jul,A_FTREAS,Labor Force-hours usually worked/week,,int
cps/basic/jul,AXOCC,Indus.&Occ.-occupation (allocation flag),,int
cps/basic/jul,A_EXPRRP,Demographic-expanded relationship code,,int
cps/basic/jul,A_INTEND,Labor Force-intend to look for work,,int
cps/basic/jul,H_SEASON,Household-seasonal status,,int
cps/basic/jul,H_STATUS,Household-status change,,int
cps/basic/jul,H_TYPE,Household-household type,,int
cps/basic/jul,AXWHENLJ,Labor Force-last work f/t job 2+ weeks (allocation flag),,int
cps/basic/jul,AXSPOUSE,Demographic-spouse's line number (allocation flag),,int
cps/basic/jul,AXAGE,Demographic-age (allocation flag),,int
cps/basic/jul,AXHRLYWK,Earnings-hourly wage (allocation flag),,int
cps/basic/jul,HXTENURE,Household-tenure (allocation flag),,int
cps/basic/jul,A_MARITL,Demographic-marital status,,int
cps/basic/jul,A_PFNOER,Earnings-number of earners,,int
cps/basic/jul,A_REORGN,Demographic-origin,,int
cps/basic/jul,A_IND,Indus.&Occ.-(main job)industry code,,int
cps/basic/jul,HG_PMSA,Geography-PMSA rank,,int
cps/basic/jul,A_WHYLFT,Labor Force-reason for leaving,,int
cps/basic/jul,A_ERNLWT,Weight-earnings/not in labor force weight,,int
cps/basic/jul,HXDAYCMP,Household-day interview complete (allocation flag),,int
cps/basic/jul,A_LINENO,Demographic-line number,,int
cps/basic/jul,A_JOBABS,Labor Force-absence from job,,int
cps/basic/jul,AXMARITL,Demographic-marital status (allocation flag),,int
cps/basic/jul,HXCPSCHK,Household-interviewer check item (allocation flag),,int
cps/basic/jul,AXLKFTPT,Labor Force-full-time/part-time (allocation flag),,int
cps/basic/jul,AXSEX,Demographic-sex (allocation flag),,int
cps/basic/jul,H_NUMFAM,Household-number of families,,int
cps/basic/jul,A_ENRCHK,School Enrollment-interviewer check item,,int
cps/basic/jul,A_AVAIL,Labor Force-available job,,int
cps/basic/jul,A_NAGPWS,Labor Force-non-agricultural private wage & salary workers,,int
cps/basic/jul,H_PRSCNT,Household-number of contacts,,int
cps/basic/jul,H_NUMPER,Household-number of persons,,int
cps/basic/jul,A_EMPHRS,"Labor Force-reasons, hours",,int
cps/basic/jul,HXARACE,Household-race (allocation flag),,int
cps/basic/jul,AXUNCOV,Earnings-union/employee assoc. contract (allocation flag),,int
cps/basic/jul,A_NLFROT,Labor Force-interviewer check item,,int
cps/basic/jul,H_AREASN,Household-reason,,int
cps/basic/jul,A_DTCLWK,Indus.&Occ.-detailed class of worker,,int
cps/basic/jul,H_INDVCC,Geography-individual central city identifier,,int
cps/basic/jul,A_FAMTYP,Demographic-family type,,int
cps/basic/jul,H_OCCINT,Household-unit occupancy,,int
cps/basic/jul,HXFAMINC,Household-family income (allocation flag),,int
cps/basic/jul,H_HHWGT,Household-household weight,,int
cps/basic/jul,A_WERNTF,Earnings-weekly earnings top code flag,,int
cps/basic/jul,A_WKSLK,"Labor Force-# weeks looking for work, laid off",,int
cps/basic/jul,AXWANTJB,Labor Force-want regular job (allocation flag),,int
cps/basic/jul,A_FNLWGT,Weight-adults final weight,,int
cps/basic/jul,A_WERNTP,Earnings-weekly earnings top code,,int
cps/basic/jul,A_USLHRS,Earnings-hrs/week worked,,int
cps/basic/jul,AXOVRTIM,Labor Force-overtime worked (allocation flag),,int
cps/basic/jul,AXWHYABS,Labor Force-reason for absence (allocation flag),,int
cps/basic/jul,A_VET,Demographic-veteran status,,int
cps/basic/jul,A_NLFLJ,Labor Force-work for pay,,int
cps/basic/jul,A_FMEWGT,Weight-family earnings weight,,int
cps/basic/jul,H_TELHHD,Household-telephone in household,,int
cps/basic/jul,A_PTREA,Labor Force-reasons,,int
cps/basic/jul,H_ARACE,Household-Race for Type A noninterviews,,int
cps/basic/jul,H_TELCNT,Household-number of contacts,,int
cps/basic/jul,A_IOELIG,Indus.&Occ.-I&O eligibility,,int
cps/basic/jul,AXHRS,Labor Force-total hours worked (allocation flag),,int
cps/basic/jul,A_PAYABS,Labor Force-paid absences,,int
